公司名稱,職缺名稱,工作地點,薪資待遇,完整工作內容,條件要求(學歷/科系/經歷),擅長工具與技能,職缺連結
Ragic_立即科技有限公司,Javascript前端工程師,台北市中正區南昌路二段81號9樓 (距捷運古亭站約220公尺),待遇面議,"Excel式雲端資料庫平台開發，後端為 Java，前端為大量 Javascript。使用者超過七成在國外，所以需要練習處理各種國際化課題，例如跨時區、多語系、不同數字或日期格式習慣等。

我們的產品沒有使用任何framework，使用的library也相當少，我們不需要您熟悉各式各樣業界常用的 framework/library (Ex. Spring, struts, JQuery, AngularJS...etc)。但是需要您良好的邏輯能力，以及對於資料庫軟體的熱誠！

職務類別
Internet程式設計師、軟體工程師、其他資訊專業人員
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區南昌路二段81號9樓 (距捷運古亭站約220公尺)
遠端工作
部分遠端
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

不拘

擅長工具
JavaScript

工作技能
不拘
其他條件

快速的學習能力
良好的溝通能力
隨和好相處的個性

歡迎所有求職者，與
應屆畢業生、
學生實習
 等",,https://www.104.com.tw/job/4iq1n
ible Technology Inc_映寰科技股份有限公司,Full Stack Engineer 全端工程師,新北市新莊區新北大道三段216號8樓 (距捷運新北產業園區站約440公尺),待遇面議,"1. 維護與擴充既有APP、伺服器、資料庫
2. 跨部門溝通協調
3. 參與新專案開發
4. 開發技術文件撰寫與維護

職務類別
全端工程師、後端工程師、前端工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區新北大道三段216號8樓 (距捷運新北產業園區站約440公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

必備條件：
1. 了解下列程式開發，並具有至少一種開發經驗
   - 原生雙平台APP開發
   - Python後端伺服器開發
   - Unity遊戲開發
2. 了解至少一種資料庫設計
   - (ex: MSSQL、MYSQL、PostgreSQL、MongoDB...)
3. 了解TCP/IP、HTTP與RESTful網路運作
4. 能獨立作業、樂於學習研究不同技術
5. 能撰寫高效、穩定安全、且可維護的程式
6. 具邏輯思考與解決問題的能力
7. 具良好溝通與團隊合作能力

加分條件：
1. 擅於模組化設計開發
2. 熟悉Docker、Git 版本控制
3. 熟悉裝置(藍牙)連線開發或擁有相關經驗
4. 熟悉Unity遊戲開發或擁有相關經驗
5. 擁有雙平台APP上架經驗
6. 熟悉雲端伺服器架設管理或擁有相關經驗
7. 熟悉網頁前後端開發或擁有相關經驗
8. 擁有VR/AR/MR相關經驗

顯示全部",,https://www.104.com.tw/job/88p31
靈感盒子創意有限公司,UI/UX,新北市新莊區五權一路12巷9弄1號2樓 (距捷運新北產業園區站約390公尺),待遇面議,"• 負責產品UI介面設計與UX用戶體驗優化
• 進行用戶研究、需求分析與原型設計
• 繪製介面流程圖、線框圖與高保真設計稿
• 與產品經理、工程師協作，確保設計落地
• 關注行業趨勢，提升設計品質

職務類別
UX設計師、UI設計師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區五權一路12巷9弄1號2樓 (距捷運新北產業園區站約390公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
高中以上
科系要求
不拘
語文條件

不拘

擅長工具
Figma、Sketch、Adobe XD

工作技能
不拘
其他條件

• 2年以上UI/UX設計經驗
• 精通Figma、Sketch、Adobe XD等設計工具
• 具備用戶研究與原型設計能力
• 有責任感，具備良好的溝通協調能力

歡迎所有求職者，與
應屆畢業生、
原住民、
二度就業、
僑生、
新住民
 等",,https://www.104.com.tw/job/95szv
聰泰科技開發股份有限公司,影音網站前端工程師,台北市中正區忠孝東路二段88號18樓 (距捷運忠孝新生站約370公尺),待遇面議,"聰泰科技在影像領域深耕超過30年，業務範圍涵蓋影像採集、轉換及串流服務。我們致力於打造立足全球市場的影音軟硬體系統服務，強力邀請程式高手，對最先進的技術充滿熱誠的你加入我們！
影音網站前端工程師職位將負責以下工作：
- 使用 Vue.js 或 React 框架進行前端架構設計與開發。
- Web API、Websocket等通訊協定開發。
- 網頁影音撥放器開發。
- 影音串流開發。
  加入我們，你將獲得廣泛的實戰經驗、精實的互助學習機會，並與世界各品牌商合作，了
  解國際趨勢。



職務類別
軟體工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
台北市中正區忠孝東路二段88號18樓 (距捷運忠孝新生站約370公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
不拘
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
不拘
工作技能
不拘
其他條件

必要條件:
- 熟悉基本前端語法：HTML5、CSS3、Javascript、jQuery、JSON API。 
- 具備RWD經驗，理解瀏覽器相容處理。
- 個人作品或專案展示

加分條件:
- 前後端合作開發經驗
- UI Mockup概念
- SEO知識



顯示全部",,https://www.104.com.tw/job/7p6i7
先知鳥有限公司,拍拍印-AI影像算法工程師,台北市大同區承德路三段90巷(近民權西路捷運站),"月薪45,000~100,000元取得專屬你的薪水報告","AI算法工程師（AI Algorithm Engineer）
薪資範圍：NTD 45,000 - 100,000（依技術能力調整）
地點：台北市民權西路捷運站附近
工作類型：全職

我們在尋找這樣的你
你將與我們團隊協作，負責設計、優化並實作創新影像處理與AI智能分析功能，驅動最前沿的影像互動應用。歡迎對影像與AI充滿熱情、樂於追求技術突破、願意主動解決問題的你加入！

你的挑戰
AI影像處理算法開發：設計與實作各類影像處理算法（如特徵提取、去雜訊、超解析度、目標檢測、人臉辨識等），提升產品影像智能能力

AI模型訓練與調優：根據產品需求選擇適合的深度學習架構，進行模型訓練、測試與優化，提升模型效能與準確率

AI推理系統建置：開發高效能的AI推理（Inference）服務，並與現有系統進行串接，實現即時或批次影像分析

跨部門合作：與產品、前端、後端、設計等團隊密切協作，將AI功能順利落地，解決真實用戶場景需求

技術研究與創新：持續追蹤AI/影像處理領域前沿技術，主動提出創新方案，導入產品應用

你需要具備
具備 2 年以上影像處理或AI算法相關經驗

熟悉主流影像處理與電腦視覺演算法（如 OpenCV、Pillow、FFmpeg）

熟悉深度學習框架（如 TensorFlow、PyTorch、Keras），能獨立開發、訓練及部署AI模型

具備 Python、C++、或 Node.js 其中一門程式語言的開發經驗

熟悉常見AI推理加速技術（如 ONNX、TensorRT、OpenVINO 等）

熟悉 Git / GitHub 版本控制流程

加分條件
有大型語言模型（如 LLM, Stable Diffusion, Segment Anything 等）調用、訓練或微調經驗

熟悉雲端AI服務（如 GCP Vertex AI、AWS SageMaker、Azure ML）

具備 Docker / Kubernetes / CI/CD 自動化經驗

有高效能影像處理系統或大規模資料處理經驗

熟悉數據標註、數據管線建置、AutoML 等工具或流程

具備跨平台（Web, 行動裝置）AI應用開發經驗

薪資與福利
薪資範圍：NTD 45,000 - 100,000（依技術能力調整）

年度績效獎金 / 年終獎金（依公司營運狀況發放）

彈性工時、優質工作環境

提供進修補助、技術分享、出國參展機會

如果你渴望參與最創新的影像AI產品，並與一群專業且活力充沛的夥伴一起成長，歡迎投遞你的履歷與作品集，和我們一起創造影像互動的未來！

職務類別
後端工程師、前端工程師、全端工程師
工作待遇

月薪45,000~100,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市大同區承德路三段90巷(近民權西路捷運站)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
學生實習、
二度就業、
僑生
 等",,https://www.104.com.tw/job/8rpx6
昇捷頌科技股份有限公司,C#軟體工程師(WPF),新北市新莊區中正路649號6樓,待遇面議,"C#WPF / ASP.NET

1.C#WPF桌面應用程式開發。
2.建構程式架構。
3.系統整合與第三方串接，開發與串接外部 API、OAuth、第三方服務。
4.WEB/UI工程師溝通，制定資料互動方式。
5.軟體效能改善以及除錯。
6.專案協作，與PM及客戶溝通功能需求。
7.底層通訊模組開發(TCP、UDP、序列通訊等)。
8.出機環境架設與安裝。
9.使用Azure Repos進行版本控制，具備相關經驗

職務類別
軟體工程師、全端工程師、Internet程式設計師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區中正路649號6樓
管理責任
不需負擔管理責任
出差外派
需出差，一年累積時間未定
上班時段
日班
休假制度
週休二日
可上班日
一個月內
需求人數
不限","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
ASP.NET、C#、Visual C#、Visual Studio、MS SQL

工作技能
系統架構規劃、軟體工程系統開發、軟體程式設計、資料庫程式設計
其他條件

1.有桌面應用程式開發經驗者佳。
2.PLC通訊協議開發。
3.熟悉C#。
4.具獨立作業能力。
5.SQLite、MS SQL。
6.MQTT、AMQP、RabbitMQ。
7.分層式軟體架構。
8.軟體除錯。

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8orjs
四零四科技股份有限公司,IT Application Engineer ( 客戶網站應用) 資訊系統工程師 (ID: 26004K),新北市新莊區思源路555號(宏匯思源廣場23樓) (距捷運新北產業園區站約370公尺),待遇面議,"ᴘᴜʀᴘᴏsᴇ ᴏғ ᴛʜɪs ᴘᴏsɪᴛɪᴏɴ
Moxa IT is a professional information technology team to handle business application systems and IT infrastructure globally. We are looking for creative & self-motivate talent to join as to build up world class business platform. The candidate should equip with solid technology background and rich experience. Hands-on experience for business application implementation upon either cloud or on-premised is also the key criteria.

Manage/ Engage of Key Initiatives and make business unit to success via ensure successful engagements and project go-lives. Start from analyzing business requirements, variances, and solution assessment then as project manager to lead implementation.

ᴍᴀᴊᴏʀ ᴀʀᴇᴀs ᴏғ ʀᴇsᴘᴏɴsɪʙɪʟɪᴛʏ
1. 負責Customer facing相關Web應用服務開發與維護工作
2. 負責Web應用服務系統測試規劃與執行
3. 依據SA/SD文件，進行Web應用系統之程式開發，並協助專案經理進行專案可行性評估、時程安排以及專案文件之撰寫交付
4. 使用者教育訓練與系統上線
5. 系統上線後負起維護與持續改善的責任

職務類別
全端工程師、前端工程師、後端工程師
工作待遇

待遇面議

（經常性薪資達 4 萬元或以上）

取得專屬你的薪水報告
工作性質
全職
上班地點
新北市新莊區思源路555號(宏匯思源廣場23樓) (距捷運新北產業園區站約370公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
每日工時8小時、彈性上下班 (7:00 – 11:00上班、16:00 – 20:00下班)
休假制度
週休二日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
大學、碩士
科系要求
資訊管理相關、資訊工程相關
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
不拘
工作技能
不拘
其他條件

ᴊᴏʙ ʀᴇǫᴜɪʀᴇᴍᴇɴᴛꜱ
1.    Education: bachelor or above
2.    Major Subject：Information Technology, MIS or relevant major subjects
3.    Basic Qualifications：
　•    2至3年軟體開發與維運經驗
　•    曾有使用前端技術框架開發經驗（Vue.js、React.js等），Vue.js為佳
　•    具備.NET Framework、.NET Core開發Web應用服務之經驗
　•    良好溝通能力與團隊合作精神
　•    具英文書寫和基本溝通能力
　•    能自我學習並獨立完成明確的工作事項
　•    具備良好的問題排查能力
4.    Preferred Qualifications：
　•    具備雲端平台使用經驗 (Azure、AWS)
　•    曾有容器化技術使用經驗
　•    曾有微服務架構設計經驗

ʀᴇǫᴜɪʀᴇᴅ ᴄᴏᴍᴘᴇᴛᴇɴᴄɪᴇꜱ
　•    Diligent with attention to detail
　•    Professional and positive approach
　•    Ability to cope under pressure
　•    Collaborates well
　•    Dynamic and vigorous
　•    Self-motivated & self-sufficient
　•    Effective communicator at all levels
　•    Team player, and able to work on own initiative
　•    Assertive, adaptable, and creative
　•    Analytic ability
　•    Willingness to go the extra mile when required
　•    Customer focus

2026career

顯示全部",,https://www.104.com.tw/job/90oty
微笑科技股份有限公司,Flutter / React Native App 工程師（Shopping App／電商）,台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺),"月薪32,000~100,000元取得專屬你的薪水報告","工作內容（Job Description）
1. 使用 Flutter 或 React Native 開發與維護 iOS / Android Shopping App
2. 與後端工程師串接 API，實作商品瀏覽、購物車、訂單、會員等電商功能
3. 與 UI / UX 設計師合作，將設計稿轉換為高品質跨平台 App 介面
4. 整合第三方服務（如推播、金流、分析工具等）
5. 優化 App 效能、穩定度與使用者體驗
6. 協助 App 上架、版本更新與跨平台問題排除
7. 參與產品功能規劃與技術選型討論

工作條件
1. 熟悉 Flutter（Dart）或 React Native（JavaScript / TypeScript）
2. 具備 iOS / Android 跨平台 App 實際開發經驗
3. 熟悉 RESTful API 串接與 JSON 資料處理
4. 了解 App 生命週期與基本效能優化
5. 熟悉 Git 等版本控制工具

加分條件
1. 具備 Shopping / 電商 App 開發經驗
2. 有 購物車、訂單流程、會員系統、優惠活動 等功能實作經驗
3. 熟悉 Firebase（Push、Analytics、Crashlytics）
4. 具備 第三方 SDK 串接經驗（金流、物流、社群登入）
5. 曾處理 App Store / Google Play 上架流程
6. 了解原生 iOS / Android（能處理必要的 native bridge）

其他條件
良好溝通能力，能與 PM、設計、後端工程師協作
對產品體驗與商業邏輯有基本理解
具主動解決問題與學習新技術的能力

職務類別
iOS工程師、Android工程師、AI工程師
工作待遇

月薪32,000~100,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市萬華區長沙街2段92號3樓之1 (距捷運西門站約410公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
09:00 - 18:00
休假制度
週休二日
可上班日
可年後上班
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
資訊工程相關
語文條件

不拘

擅長工具
Flutter、iOS、Android

工作技能
伺服器網站管理維護、資訊設備環境設定、系統架構規劃、系統整合分析、網路資料傳輸、軟體程式設計、機器學習、深度學習、自然語言處理、軟體工程系統開發
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8xpmd
先知鳥有限公司,拍拍印- AI創新應用開發工程師,台北市大同區承德路三段90巷(近民權西路捷運站 ),"月薪45,000~100,000元取得專屬你的薪水報告","☆公司介紹

我們是一家專注於 活動科技（Event Tech）與 AI 影像互動 的創新團隊。
提供的產品包含：

活動現場即時互動小遊戲（婚禮、小型展會、大型企業活動皆適用）
活動報到系統、QRcode 報到、資訊整合
AI 影像互動體驗（AI 修圖、AI 動態特效、影像辨識、智慧生成）
現場即時拍攝與 AI 影像處理
雲端整合與事件串接服務（Cloud Run / Firestore / Webhooks / Dashboard）

我們致力於打造「讓人眼睛一亮、忍不住拿起手機拍照的互動體驗」，
每個功能都會在現場被真實使用，並立即獲得用戶回饋。
如果你喜歡看到自己做的功能在現場瞬間帶來驚呼與歡笑，這裡會是你的舞台！


☆創新開發工程師 Innovative Developer

我們正在招募熱愛寫程式、熱愛做專案、會因為把一件技術做到極致而感到成就感的你！

不論你擅長 前端、後端、AI 影像算法、Web 互動、Vibe Coding、創新原型開發 …
只要你喜歡打造真正能被人看見、被使用、能影響世界的作品，我們都非常歡迎！

我們的產品涵蓋 影像互動、AI、活動科技、Web3、Cloud 系統 等多領域，你的工作內容會依技能彈性調整，能讓你發揮所長、挑戰新領域、創造突破。

☆你的挑戰（依技能與興趣組合）

你不需要全都會，我們在找的是能「一起創造」的人。
你可能會負責以下其中幾項：

☆ 前端創新開發

使用 React.js / Next.js 打造高質感、互動強的 Web 介面
開發活動現場、互動裝置、AI 影像效果等創新前端體驗
與設計一起打造能讓新人尖叫的婚禮科技產品

☆ 後端系統開發

使用 Node.js（Koa / Express / NestJS）打造高效能 API
架構可靠、高擴展性的服務
設計事件流、排程、即時影像處理等系統


☆ AI / 影像處理

參與 OpenCV / FFmpeg / TensorFlow 相關影像效果或模型開發
優化影像效能、速度與畫質
研究新的 AI 技術並快速做出 Prototype

☆雲端架構 / DevOps
在 GCP（Cloud Run / Functions / Firestore）部署並維護應用
進行 CI/CD、自動化、監控、效能調校
設計高可用、高流量的架構


☆即時互動 / 特殊技術研發
WebSocket / SSE / WebRTC
WebAssembly (Wasm)
Three.js / WebGL
任何你覺得「做起來很酷」的技術，我們都鼓勵你試！


☆我們期待你具備（不用全部，只要你有強項）
3 年以上軟體開發實務經驗（前後端不限）
擅長其中任一領域：前端 / 後端 / AI / 影像處理 / Cloud / 互動開發
熟悉 Git 協作流程
樂於學習、動手做、快速試錯
喜歡把事情做到最好，享受看到作品被使用的成就感


☆加分條件（能強烈展現你的專長）
有 AI / 影像處理經驗（OpenCV / FFmpeg / TensorFlow）
有 Three.js / WebGL / GPU Rendering 經驗
熟悉 WebRTC / Wasm
有 Serverless 經驗 / GCP / AWS
有高流量系統設計與效能調校經驗
有 DevOps 經驗（Prometheus / Grafana）


☆薪資與福利
薪資範圍：NTD 45,000 - 100,000（依技能深度調整）
年度績效獎金
年終獎金（依營運狀況）

職務類別
後端工程師、前端工程師、全端工程師
工作待遇

月薪45,000~100,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市大同區承德路三段90巷(近民權西路捷運站 )
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
依公司規定
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
Node.js、ReactJS、JavaScript、CSS、HTML、PostgreSQL

工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生、
日間就讀中、
夜間就讀中、
研發替代役、
學生實習、
二度就業、
僑生
 等",,https://www.104.com.tw/job/8oflj
知洋科技股份有限公司,網頁工程師,新北市新莊區中正路657之2號3樓,"月薪40,000~60,000元取得專屬你的薪水報告","1.公司官網、專案網站網頁開發、維護與功能優化
2.前端／後端功能設計與程式撰寫、開發與測試
3.撰寫與維護相關技術文件
4.其他主管交辦之資訊相關事項

職務類別
軟體工程師、前端工程師、後端工程師
工作待遇

月薪40,000~60,000元取得專屬你的薪水報告

工作性質
全職
上班地點
新北市新莊區中正路657之2號3樓
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
一個月內
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
大學以上
科系要求
不拘
語文條件

英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等

擅長工具
不拘
工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
應屆畢業生
 等",,https://www.104.com.tw/job/8xa84
艾帝浦杰股份有限公司,JAVA系統工程師(PG)(台北市中正區),台北市中正區,"月薪50,000~65,000元取得專屬你的薪水報告","1.B2B、B2C、官網系統維運、開發。
2.負責設計、開發新的網路程式及界面。
3.協助研發軟體新技術與新工具。
4.負責軟體之分析、設計以及程式撰寫。
 
1.大專以上畢業資訊管理或資訊工程相關科系尤佳。
2.熟悉Java Framework：Spring、Struts2、Hibernate、Spring、iBatis、
3.了解JavaScript、Query、Ajax、axis2 開發技術。
4.具Weblogic ,Oracle , MS SQL使用經驗尤佳。

職務類別
前端工程師
工作待遇

月薪50,000~65,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
固定休六日
可上班日
不限
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
不拘
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫

歡迎所有求職者，與
夜間就讀中、
外籍人士、
原住民、
二度就業、
中高齡、
中壯齡、
僑生、
新住民
 等",,https://www.104.com.tw/job/94w91
藝珂人事顧問股份有限公司,【JAVA開發工程師】知名金控集團 x 均薪16個月起｜福利佳・制度完整 | 正職獵才_BIS_234,台北市中正區,"月薪65,000~85,000元取得專屬你的薪水報告","【工作内容】
1. B2B、B2C、官網系統維運、開發
2. 負責設計、開發新的網路程式及界面
3. 協助研發軟體新技術與新工具
4. 負責軟體之分析、設計以及程式撰寫

【加分條件】
• 熟悉Java Framework：Spring、Struts2、Hibernate、Spring、iBatis
• 了解JavaScript、Query、Ajax、axis2 開發技術

【上班時間】
08:30 - 17:30 ；固定周休二日 見紅休

【上班地點】
台北市中正區
台北市松山區
台北市内湖區
台北市南港區

【公司福利】
✨員工認股計劃
✨季獎金&三節、年終
✨享有勞保、健保、團保、雇主提撥6%勞退
✨優於法令的特休假、年假
✨每月/季/年多項公司康樂活動
✨活潑自在又舒適的辦公環境
✨ 工作穩定可申請遠端


----------------------------------------------------------------------
歡迎投遞履歷
如有任何問題，也歡迎來信/Line直接詢問喲～
Email: Vicky.Khoo@adecco.com
Line: @786rtgfq

職務類別
軟體工程師、後端工程師、前端工程師
工作待遇

月薪65,000~85,000元取得專屬你的薪水報告

工作性質
全職
雇用類型
代企業徵才
代徵企業
其他金融及輔助業
上班地點
台北市中正區
遠端工作
部分遠端，依照公司規定
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
休假制度
週休二日
可上班日
不限
需求人數
1~2人","條件要求
工作經歷
不拘
學歷要求
專科以上
科系要求
不拘
語文條件

不拘

擅長工具
不拘
工作技能
不拘
其他條件

未填寫",,https://www.104.com.tw/job/9583p
雲深創新股份有限公司,【徵的就是你】軟體工程師｜帶薪解鎖前沿技術，無經驗、新鮮人熱烈歡迎！,台北市中正區羅斯福路二段70號9樓之2 (距捷運古亭站約110公尺),"年薪500,000~800,000元取得專屬你的薪水報告","AI 每天都在狂飆，你是不是也躍躍欲試，想打造真正落地的智慧應用，而不只是當個 Prompt 使用者？

雲深創新（Cloudeep） 是一群熱愛技術、充滿活力的團隊！我們專注於協助企業進行智慧數位轉型。在這裡，我們不設限你的成長幅度，只要你對寫 code 有熱情、對新技術充滿好奇心，我們準備好實戰舞台與滿滿乾貨，等你一起來練功升級！:fire:

在這裡，你將參與這些好玩的事：
• 動手玩 AI 應用：將 Generative AI 落地到真實企業專案中，打造聰明、流暢的智慧化系統。
• 打造現代化 Web 服務：以 TypeScript/JavaScript 與 Nuxt (Vue / Node) 生態系為主，打造兼具效能與質感的應用。
• 資料鍊金術：透過 Python 爬蟲與清理管線，把網路上海量的雜亂數據轉化為有價值的智慧資產。

我們希望你具備的基本裝備（必備條件）：
• 基本功扎實：熟悉 Linux 基本指令操作、掌握 TypeScript / JavaScript 程式開發。
• 資料庫概念：了解 RDBMS 關聯式資料庫基本觀念與 SQL 語法。
• AI 原生代：對 Generative AI 充滿熱情，平時就會用 Claude Code / ChatGPT Codex / Gemini CLI 輔助開發、加速工作流。

• 熱愛學習的心：資訊相關科系尤佳，無工作經驗完全沒問題！ 只要你邏輯清晰、遇到 Bug 願意追根究底，我們就想認識你。


職務類別
後端工程師、全端工程師、前端工程師
工作待遇

年薪500,000~800,000元取得專屬你的薪水報告

工作性質
全職
上班地點
台北市中正區羅斯福路二段70號9樓之2 (距捷運古亭站約110公尺)
管理責任
不需負擔管理責任
出差外派
無需出差外派
上班時段
日班
10:00-18:00
休假制度
週休二日
可上班日
兩週內
需求人數
1人","條件要求
工作經歷
不拘
學歷要求
高中、專科、大學、碩士
科系要求
資訊工程相關、資訊管理相關
語文條件

不拘

擅長工具
Linux、RDBMS、JavaScript、VueJS

工作技能
軟體工程系統開發、軟體程式設計、網路程式設計
其他條件

如果你有這些超能力，絕對大加分（加分條件）：
• 摸過 Nuxt / Vue.js / Node.js 寫過專案或 Side Project。
• 玩過 NoSQL 資料庫（如 MongoDB、Redis）。
• 寫過 Python 爬蟲，喜歡把網頁上的資料抓下來分析整理。

雲深創新的技術修煉場（跟著神隊友一起點滿技能樹）：
在這裡工作絕不只是交付任務，更像是身處前沿技術的研究基地！你可以跟夥伴切磋
Agentic Engineering：親手實作 Loop / Harness 機制、玩轉 vLLM / LangChain 與地端開源模型（Open-weighted LLM）部署。
前沿推薦演算法：探索 DeepFM、DCN、FinalMLP 等頂級推薦系統與大數據處理。
端到端數據萃取：體驗從網路爬蟲、數據清洗到資料視覺化的完整旅程。


準備好加入我們了嗎？
如果你渴望在 AI 浪潮中快速成長，不想只當旁觀者，歡迎把你的履歷與作品集（GitHub、Side Project、部落格等都超歡迎！）都提供過來唷！

期待在雲深創新與你相遇，一起用技術打造酷東西！

- 對大型軟體開發或系統架構有熱忱。
- 具備良好的學習能力和問題解決能力，願意持續學習並跟上最新技術。
- 積極樂觀，能清晰且勇於地表達自己的想法，願意和團隊密切協同工作。
- 會基本 Google Doc 等文件軟體操作。
- 喜歡華文影視、新聞資訊。

歡迎所有求職者，與
應屆畢業生
 等
顯示全部",,https://www.104.com.tw/job/7hlnv
